idsbr;nama_usaha;alamat;kdprov;kdkab;kdkec;kddesa;latitude;longitude;kbli;deskripsi_usaha;foto_usaha;foto_produk;catatan;petugas_id
47201283;ANUGRAH MURA BAROQAH;JALAN YOS SUDARSO NOMOR 17;16;74;022;001;;;;;;;;
47159939;PUTRA MANDIRI;JALAN YOS SUDARSO NOMOR 69;16;74;022;003;;;;;;;;
47160479;RUMADIA DEVELOPMENT INDONESIA;Jl darma III Gang Bahagia 6 no 6;16;74;022;005;;;;;;;;
47161163;SULTAN SEJATI;JL.JEND, BESAR SOEHARTO DEPAN SD 58, Rt. 004 / Rw.000;16;74;022;006;;;;;;;;
47594643;ALWASSI BERJAYA SEJAHTERA;JALAN YOS SUDARSO;16;74;022;006;;;;;;;;
47651750;CIPTA CENDEKIA SEMESTA;JL. PEMBANGUNAN NO. 26;16;74;022;003;;;;;;;;
47652360;HELMI JAYA SUMATRA;Jalan Sehase, Rukun Tetangga 007, Kelurahan Siring Agung, Kecamatan Lubuklinggau Selatan II, Kota Lubuklinggau, Provinsi Sumatera Selatan;16;74;022;009;;;;;;;;
47614629;ESSY PERDANA GAS;Jalan RayaTugumulyo;16;74;022;008;;;;;;;;
47671828;SILAMPARI BANGUN PERSADA;GEDUNG KLINIK CORDOVA ONE STOP HEALTY JALAN YOS SUDARSO NOMOR 18;16;74;022;001;;;;;;;;
47578365;LEMBAYUNG CIPTA ANUGRAH;Jalan Kenanga II;16;74;022;001;;;;;;;;
47687560;EKA CAHAYA GEMILANG;JALAN AIR TEMAM NOMOR 89;16;74;022;006;;;;;;;;
47688859;BASMALAH MULIA;Jl. Sultan Mahmud Badaruddin II;16;74;022;005;;;;;;;;
47750932;AUTOZ CARE ZONE;JALAN SEPAKAT NOMOR.99;16;74;022;005;;;;;;;;
47836337;LINGGAU SEJAHTERA MANDIRI;Jl. Yos Sudarso No.32 Rt.02;16;74;022;005;;;;;;;;
48019107;ALBESTAR KELINGI RAYA;Jl. Bima;16;74;022;003;;;;;;;;
48056663;UPT PUSKESMAS SIMPANG PERIUK;Jalan Air Temam;16;74;022;006;;;;;;;;
48102957;RAWAS EMPAT SAUDARA;Jalan Sultan Mahmud Badaruddin II Nomor 005 Blok C;16;74;022;005;;;;;;;;
48117783;INDELA SUKSES ABADI;Jalan Yos Sudarso, No 162;16;74;022;004;;;;;;;;
48122415;SOLUTA SPACE INDONESIA;JALAN H.M SOEHARTO, PERUMAHAN GRAHA BUANA SILAMPARI BLOK A 48;16;74;022;006;;;;;;;;
48257800;BERLIAN BERSAMA GUMAY;Jalan Yos Sudarso;16;74;022;006;;;;;;;;
48364221;KARYA PRADANA;Jl. Sultan Mahmud Badaruddin II, Komplek Perumahan Bersama Permai Blok C nomor 72;16;74;022;005;;;;;;;;
48355461;UPPKA MATAHARI;Jl. Ramayana;16;74;022;001;;;;;;;;
48592305;MANDIRI AGUNG;Jl. Mahmud Badarudin II No. 71;16;74;022;004;;;;;;;;
48659695;SEKAWAN GRAHA MEDIKA;Jl. Annur;16;74;022;006;;;;;;;;
48659992;CHANDY MAJU MAPAN;Jl. Jenderal Besar H.M. Soeharto;16;74;022;006;;;;;;;;
48660290;MUTHARANI MEGA KARYA;JALAN GAJAH MADA;16;74;022;009;;;;;;;;
48633191;WANA RAYA FARM;JALAN KARTOMAS;16;74;022;007;;;;;;;;
48584007;MAHKOTA LINGGAU STORE;JL. MAKMUR;16;74;022;004;;;;;;;;
48608788;DIAGONAL SIMETRIS;Jalan HM Soeharto Nomor 11 B;16;74;022;006;;;;;;;;
44278586;ENERGI ALAM SELARAS;BIMA;16;74;022;003;;;;;;;;
48641256;RIZKY BERSAUDARA;JALAN MAKMUR 4 NOMOR C5 PERUMAHAN GRAND MULYA II;16;74;022;004;;;;;;;;
48899711;SIRI MANGGALA;Jl. Sultan Mahmud Badaruddin II nomor 109;16;74;022;003;;;;;;;;
48930189;AGATHA MANDIRI KONSTRUKSI;JALAN BAMBANG;16;74;022;003;;;;;;;;
48794493;APOTEK ATIGA FARMA LINGGAU;Jl. Sultan Mahmud Badarudin II No. 49;16;74;022;005;;;;;;;;
49107866;TUNAS PELITA HARAPAN;Jalan Asoka III;16;74;022;004;;;;;;;;
49185625;JAMAN THARA GEMILANG;JALAN SULTAN MAHMUD BADARUDIN II;16;74;022;004;;;;;;;;
49248744;ADITYA MAHARDIKA KARYA KONTRUKSI;JALAN SMB II RT.03 Kelurahan Tanah Period;16;74;022;005;;;;;;;;
49248879;DADY SILAMPARI LLG;Jalan Yos Sudarso;16;74;022;001;;;;;;;;
49222591;TIGA SAUDARA AGUNG;jalan ramayana no 62;16;74;022;001;;;;;;;;
49270592;BUKIT SULAP JAYA;Jl. Mahmud Badarudin II;16;74;022;002;;;;;;;;
49307289;MANDIRI PRIMA PERDANA;JL. AMULA RAHAYU;16;74;022;005;;;;;;;;
45917622;SILAMPARI AUTO PERSADA;JL. JEND. BESAR M. SOEHARTO;16;74;022;006;;;;;;;;
44303317;BARIBA TALI NAULI;Jalan Karto Mas;16;74;022;007;;;;;;;;
57552051;Annisa;Jalan Lintas Tugu Mulyo No.068 RT.05;16;74;022;008;;;;;;;;
57586720;Yayasan Keluarga;Jl. H.Majid No.84 RT.03 Kelurahan Moneng Sepati;16;74;022;;;;;;;;;
57574578;Bersama Sehat;Jl Sultan Mahmud Badaruddin II RT 004;16;74;022;003;;;;;;;;
58338173;PARDI;jl.sultan Mahmud Badaruddin II;16;74;022;;;;;;;;;
44402250;SENTRAL SUKSES ELEKTRONIK;JALAN JENDRAL BESAR H.M. SOEHARTO;16;74;022;006;;;;;;;;
58396448;SUSILAWATI;di depan rocket chicken marga rahayu;16;74;022;;;;;;;;;
58443273;TRI MEDIANSYAH;Jalan HM Soeharto Kel. Simpang Periuk;16;74;022;;;;;;;;;
58325421;YESI JARIA;Jalan HM Syueb Tamat;16;74;022;;;;;;;;;
57578755;Apotek Sekawan;jln. Annur, rt 05, kel. simpang periuk, kec. lubuklinggau selatan II, kota lubuklinggau;16;74;022;006;;;;;;;;
58318508;SEMPURNA ABADI GROUP;Jl.Raya Tugu Mulyo;16;74;022;;;;;;;;;
58616328;AR DADO DUCHAND BERHAND;Jalan Yos Sudarso;16;74;022;;;;;;;;;
58718799;EKA YUSNA PRALINGGA;Jl. SMB II RT.005;16;74;022;;;;;;;;;
58236070;RUDY GANI;Jalan Jend Sudirman;16;74;022;;;;;;;;;
46137404;CAHAYA ANISA MANDIRI;Jl. wisma Haji No. 056;16;74;022;002;;;;;;;;
57660148;PT. BINDURIANG MINERAL ALAM;Jalan Yos Sudarso Nomor 13, Kelurahan Jawa Kiri, Kecamatan Lubuk Linggau Timur II, Kota Lubuk Linggau, Provinsi Sumatera Selatan (31613);16;74;022;;;;;;;;;
57577943;APOTEK CORDOVA UTAMA;JL. YOS SUDARSO NO.22-23 RT.03;16;74;022;002;;;;;;;;
57552039;SEHAT BERSAMA;JL. SULTAN MAHMUD BADARUDIN NO. 54, RT. 05;16;74;022;003;;;;;;;;
58474390;LENI MARLINA;di depan kompi Lubuklinggau;16;74;022;;;;;;;;;
46027200;PETA ABADI GRUP;Jl. Yos Sudarso Gg Naga Mas No. 58 Marga Rahayu;16;74;022;004;;;;;;;;
57552038;Apotek 3 Saudara;JL. Sultan Mahmud Badarudin II RT. 001;16;74;022;002;;;;;;;;
58375959;HUJJATUL QHODDRY;Perumaha Najwa Recidene;16;74;022;;;;;;;;;
57581941;Apotek Yek Ama;Jln. Sultan Mahmud Badaruddin 2, Tanah Periuk Lubuklinggau Selatan 2;16;74;022;005;;;;;;;;
58332748;SUGIANTO;jl.mawar merah;16;74;022;;;;;;;;;
58175737;DARYONO;Di dekat sakte berkah lubuklinggau;16;74;022;;;;;;;;;
44547040;PUTRA ABADI MAYASARI;JL. Silampari Komplek Graha;16;74;022;006;;;;;;;;
58417811;ICHEL MANDIRI UTAMA;JALAN GAJAH MADA LORONG ASKINI;16;74;022;;;;;;;;;
58350751;SLAMET ARIANTO WIDODO;JL SMB 2;16;74;022;;;;;;;;;
46050308;MAZRO'ILLAH;JL. SULTAN MAHMUD BADARUDIN 2;16;74;022;003;;;;;;;;
43962800;DAPUR MIMI ALR;JL. SULTAN MAHMUD BADARUDDIN II;16;74;022;003;;;;;;;;
57552037;Amrullah;Jln. Yos Sudarso Kelurahan Simpang Priuk Kec. Lubuklinggau Selatan II, Kota Lubuklinggau;16;74;022;006;;;;;;;;
57552031;APOTEK ENDAH FARMA;Jl. Jend. H. M. Soeharto Rt.004;16;74;022;006;;;;;;;;
58208489;YANTINI;JL. AMULA RAHAYU RT. 08;16;74;022;;;;;;;;;
57552052;APOTEK ALDAN;Jln. SMB II RT.005;16;74;022;003;;;;;;;;
58495088;JET PROJECT ORGANIZER;Jl. Bima, Komplek Perumahan Puri Marga Mulya Blok B No 17;16;74;022;;;;;;;;;
43954614;AMAR SUKSES AAMIIN;Jln. KBS GG.AT TAQWA;16;74;022;003;;;;;;;;
57552041;Muara Kati;Jl. Sultan Mahmud Badarudin II;16;74;022;003;;;;;;;;
46044733;RAJA DAFA IBRAHIM DELAPAN DELAPAN;JALAN SAHABAT;16;74;022;004;;;;;;;;
57552035;mura farma 2;jl yos sudarso no 17 rt 003;16;74;022;001;;;;;;;;
57552046;APOTEK ARISSA FARMA;JALAN JEND. H.M SOEHARTO RT 006;16;74;022;006;;;;;;;;
57552057;APOTEK MANDA;JLN SULTAN MAHMUD BADARUDDIN II NO 94RT 007;16;74;022;005;;;;;;;;
46054062;TOKO OBAT ALFARIZQ;Jl. Sultan Mahmud Badaruddin II Rt. 5 Kel. Tanah Periuk Kec. Lubuklinggau Selatan 2;16;74;022;005;;;;;;;;
58186082;SULASNO;Jl. Lintas tugu mulyo karang ketuan 2;16;74;022;;;;;;;;;
44460235;PONDOK KEMANGI;Jalan Swadaya Kalur;16;74;022;004;;;;;;;;
58639563;FAIRUS AULIA;Jl.st mahmud baddarudin 2;16;74;022;;;;;;;;;
46035281;GOL PROPERTI PERDANA;Jalan Sultan Mahmud Badarudin No. 45;16;74;022;002;;;;;;;;
57579784;APOTEK TOWER MEDIKA;JL.SULTAN MAHMUD BADARUDIN II RT 04 KELURAHAN TANAH PERIUK LUBUKLINGGAU SELATAN II;16;74;022;005;;;;;;;;
43981607;HIRAU MARTI EDUCATION;Jl Sultan Mahmud Badaruddin 2 No. 0;16;74;022;005;;;;;;;;
95673457;UKM MAKANAN (MASAENA);JL POROS;16;74;022;006;;;;;;;;
95673460;PRAKTEK BIDAN (DWI astuTI);JL AN NUR;16;74;022;006;;;;;;;;
95673456;TAMAN PENDIDIKAN AL-QUR`AN;JL BETUTU;16;74;022;006;;;;;;;;
95673461;INDOMARCO, PT;Jl. Yos Sudarso No 58 Rt 04 Simpang Periuk, Simpang Periuk, Lubuk Linggau Selatan II, Lubuklinggau City, South Sumatra 31626;16;74;022;006;;;;;;;;
95673471;PRAKTEK DOKTER DWIYANTI;JL RAYA TUGU MULYO;16;74;022;008;;;;;;;;
95673097;BANK BNI KANTOR KAS SIMPANG PERIUK (PT BANK NEGARA INDONESIA (PERSERO) TBK);JL HM SOEHARTO;16;74;022;006;;;;;;;;
95673183;INDOMARET UNIT TANAH PERIUK;JL.SULTAN MAHMUD BADARUDIN KEL.TANAH PERIUK;16;74;022;005;;;;;;;;
95673187;BM TRAVEL;JL. SMB 2;16;74;022;005;;;;;;;;
95673188;FOTO COPY SURYA MAJU;JL. SMB II nO. 18;16;74;022;005;;;;;;;;
95673179;KLINIK BIDAN OKVITALIA SANDRA;JALAN SULTAN MAHMUD BADARUDIN II;16;74;022;005;;;;;;;;
95672824;ES KEMBANG TAHU (MISDIANA);JL MAWAR MERAH;16;74;022;004;;;;;;;;
95672820;JASA EKSPEDISI BARANG (THONY);JL SMB II;16;74;022;004;;;;;;;;
95672838;PENJAHIT PAKAIAN (DIANA);JI.H.TAMBANG;16;74;022;009;;;;;;;;
95672840;KOPERASI (ANGGA);RT 02;16;74;022;009;;;;;;;;
95672828;SALON 25 BEAUTY;JL SMB;16;74;022;004;;;;;;;;
95672846;GUDANG MAKANAN RINGAN (HERMAN);JALAN GAJAH MADA;16;74;022;009;;;;;;;;
95672888;JUAL GAS ELPIJI (SUHERMAN);JALAN SUKARELA NO 22;16;74;022;001;;;;;;;;
95672902;LOKET PEMBAYARAN ONLINE MIXER;JL MAWAR MERAH;16;74;022;004;;;;;;;;
95672926;PENGRAJIN ROTAN <SEPTI>;JALAN AMULA RAHAYU NO 24;16;74;022;004;;;;;;;;
95672894;PRAKTEK DOKTER (DR. TJAJO KUNTJORO, M.KES);JI. YOS SUDARSO;16;74;022;001;;;;;;;;
95672910;PEMBAYARAN LISTRIK (ANTONI);JALAN KAMBOJA;16;74;022;004;;;;;;;;
95672911;PEMBUATAN TAHU (ROHMAN);JALAN KAMBOJA;16;74;022;004;;;;;;;;
95672994;DAGANGAN PEYEK DAN OPAK (NUR);JL BILYARD TOMI;16;74;022;002;;;;;;;;
95672794;RA ISTIQOMAH (FIDDIYAH);JL.TANAH ABANG RT VI;16;74;022;005;;;;;;;;
95672973;KLINIK KESEHATAN (EDI);JALAN MONENG SEPATI;16;74;022;001;;;;;;;;
95673014;APOTEK A3;JL.SULTAN MAHMUD BADARUDDIN II;16;74;022;005;;;;;;;;
95672989;PHOTO COPY;JL SULTAN MAHMUD BADARUDDIN II;16;74;022;002;;;;;;;;
95673020;DAGANG PAKAN TERNAK UNGGAS (UKHWAHYU);JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95672992;LIMLIM SERVICE ELETRONIK;JLSULTAN MAHMUD BADARUDDIN II;16;74;022;002;;;;;;;;
95673002;KUDA LUMPING MUGI RAHAYU;JALAN AMULA RAHAYU;16;74;022;004;;;;;;;;
95673005;KLINIK BERSALIN NURAINI;JALAN BATANGHARI SEMBILAN NO.01;16;74;022;004;;;;;;;;
95673059;TPA BAITUL A`LA;KOMPLEKS YAYASAN BAITULA`LA;16;74;022;002;;;;;;;;
95673065;RUMAH MAKAN MUTIARA JAYA;JALAN BATANG HARI SEMBILAN;16;74;022;002;;;;;;;;
95673056;USAHA KUE (GINA);JL BILYARD TOMI;16;74;022;002;;;;;;;;
95673057;BAKSO (JAMSARI);JL BILYARD TOMI;16;74;022;002;;;;;;;;
95673071;ES LILIN ( JUNAIDI);JALAN BATANG HARI SEMBILAN;16;74;022;002;;;;;;;;
95673072;WARUNG MAKAN MAMA EGA;JL BATANG HARI SEMBILAN;16;74;022;002;;;;;;;;
95673063;TOKO SEMBAKO(HARIS);JL BATANG HARI SEMBILAN;16;74;022;002;;;;;;;;
95673066;WARNET ULFA AKBAR;JL BATANG HARI SEMBILAN;16;74;022;002;;;;;;;;
95673069;TOKO SS ALUMUNIUM;JALAN BATANG HARI SEMBILAN;16;74;022;002;;;;;;;;
95673380;ADVOKAT ALIAS ABU BAKAR;PERUMAHAN GRIYA TEMAM;16;74;022;006;;;;;;;;
95673381;CV CITRA MANDIRI;JALAN TEMAM;16;74;022;006;;;;;;;;
95673390;DISTRIBUTOR TELUR (AHMAD);JALAN HM SOEHARTO;16;74;022;006;;;;;;;;
95673384;PRAKTEK DOKTER UMUM;JALAN TEMAM;16;74;022;006;;;;;;;;
95673385;MEUBEL KAYU (HERMAN);JALAN. TEMAM;16;74;022;006;;;;;;;;
95673289;KOPERASI SIMPAN PINJAM LINGGAU SEJAHTERA MANDIRI;JALAN AMULA RAHAYU;16;74;022;005;;;;;;;;
95673295;INDUSTRI ROTI MURINAGA;JALAN AMULA RAHAYU;16;74;022;005;;;;;;;;
95673275;TOKO RODA MAS;JL SMB II;16;74;022;005;;;;;;;;
95673363;PUSKESMAS SIMPANG PERIUK;JL HM SOEHARTO;16;74;022;006;;;;;;;;
97707497;MURA MOBILINDO;JL.SMB KEL.TANAH PERIUK;16;74;022;005;;;;;;;;
95673101;ROTI TIGA SAUDARA <ONDI>;JALAN JATI WANGI;16;74;022;005;;;;;;;;
95673113;BENGKEL MOBIL SAHABAT;JALAN YOS SUDARSO NO. 98;16;74;022;005;;;;;;;;
95673114;PENJAHIT SETIA;JALAN SULTAN MAHMUD BADARUDIN II;16;74;022;005;;;;;;;;
95673074;TOKO SEMBAKO PENDRIK PRATAMA;JALAN BATANG HARI SEMBILAN;16;74;022;002;;;;;;;;
95673092;BENGKEL INDAH JAYA MOTOR;JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95673098;TOKO OBAT AL FARIZQ;JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95673109;WARUNG MANISAN MARNI;LUBUKLINGGAU SELATAN II;16;74;022;005;;;;;;;;
95673111;WARUNG MAKAN 4 SAUDARA;LUBUKLINGGAU SELATAN II;16;74;022;005;;;;;;;;
95673087;MEMBUAT LEMARI ALUMINIUM (ANEN);JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95673100;WARUNG SEMBAKO (WULANDARI);JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95673116;PECEL LELE 45;JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95673095;RIyAN JAYA VARIASI;JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95673093;DUHA JAYA TAYLOR;LORONG MAKIN JAYA;16;74;022;005;;;;;;;;
95673102;RUMAH BEROBAT(HADIJAH);JALAN JATIWANGI;16;74;022;005;;;;;;;;
95673112;JUAL BELI KAMBING MAS ASRI;LUBUKLINGGAU SELATAN II;16;74;022;005;;;;;;;;
95673153;PEMBUAT KERIPIK UBI (TUSINAH);GANG SRIKANDI;16;74;022;003;;;;;;;;
95673073;KOST- KOSTAN <SUNDARI>;JL. BATANG HARI SEMBILAN;16;74;022;002;;;;;;;;
95673096;BUTIK MASAYU;JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95673108;RIAN CELL;JALAN SULTAN MAHMUD BADARUDIN;16;74;022;005;;;;;;;;
95673157;JUALAN BAKSO (YANTO);JLN PUTRO DEWO;16;74;022;003;;;;;;;;
95673158;WARUNG SEMBAKO (GADI);JLN KABS;16;74;022;003;;;;;;;;
95673181;CHANDRA MOTOR 2;JL SMB 2;16;74;022;005;;;;;;;;
95673182;ROBY KONVEKSI;JL. SMB 2;16;74;022;005;;;;;;;;
95673189;SINARMAS PD;LUBUKLINGGAU SELATAN II;16;74;022;005;;;;;;;;
95673195;NABASA MEDIKA;JL SMB 2;16;74;022;005;;;;;;;;
95673199;SAHABAT PANCING;JL SMB II;16;74;022;005;;;;;;;;
95673196;JUAL BELI MOTOR PAHARIANGAN;JL. SMB II;16;74;022;005;;;;;;;;
95672773;BIDAN PRAKTEK (HERYANTO);JALAN ARJUNA KELURAHAN EKAMARGA;16;74;022;008;;;;;;;;
95672774;PRODUKSI KOPI (HARTA);JALAN NANGKA;16;74;022;009;;;;;;;;
95672815;PENJUAL SAYUR KELILING (MARIATI);JALAN AMULA RAHAYU NO 12;16;74;022;004;;;;;;;;
95672738;MULYA JAYA PK;JALAN SULTAN MAHMUD BADARUDDIN II;16;74;022;003;;;;;;;;
95672742;PABRIK KOPI AHON;JLSMB 11;16;74;022;003;;;;;;;;
95673543;TK ZAKIAH;JALAN RAYA TUGUMULYO;16;74;022;008;;;;;;;;
95673201;GOLDEN PET SHOP;JL SMB II;16;74;022;005;;;;;;;;
95673202;TOKO ELEKTRONIK TERANG SUKA;JL SMB II;16;74;022;005;;;;;;;;
95673204;ALLE COLECTION;JL SMB II;16;74;022;005;;;;;;;;
95673203;TOKO JN COLECTION;JL SMB II;16;74;022;005;;;;;;;;
95673207;TOKO Sembako sANGKUT;JL SMB II;16;74;022;005;;;;;;;;
95673206;AJU JAYA MOTOR;JL SMB II;16;74;022;005;;;;;;;;
95673208;SMART WASH POINT;JL SMB II;16;74;022;005;;;;;;;;
95673268;TOKO CHRISTIAN;JL SMB II;16;74;022;005;;;;;;;;
95673271;SUKSES MOTOR;jl. smb ii;16;74;022;005;;;;;;;;
95673280;USAHA BATU BATA <RUDIANTO>;JALAN SEPAKAT DALAM;16;74;022;005;;;;;;;;
95673269;SAKTI MOTOR;JL SMB II;16;74;022;005;;;;;;;;
95673282;WARUNG MANISAN (AGUS);JALAN SMB II;16;74;022;005;;;;;;;;
95673283;JUALAN MINYAK ECERAN (AGUS);JALAN SMB II;16;74;022;005;;;;;;;;
95673205;TOKO TEXTIL H. ISMAIL;JL SMB II;16;74;022;005;;;;;;;;
95672975;ANA COLLECTION;JALAN MONENG SEPATI;16;74;022;001;;;;;;;;
95672978;PERSEWAAN RUMAH (MATTURI);JALAN MONENG SEPATI NO.16;16;74;022;001;;;;;;;;
95672976;TOKO EMI;JALAN MONENG SEPATI;16;74;022;001;;;;;;;;
95672977;PERSEWAAN RUMAH (EMI);JALAN MONENG SEPATI;16;74;022;001;;;;;;;;
95673284;JUALAN PULSA <AGUS>;JALAN SMB II;16;74;022;005;;;;;;;;
95673290;WARUNG NASWA;JALAN AMULA RAHAYU;16;74;022;005;;;;;;;;
95673291;PENJAHIT PAKAIAN (MEGAWATI);JALAN AMULA RAHAYU;16;74;022;005;;;;;;;;
95673292;DEPOT KAYU FARIZ;JALAN AMULA RAHAYU;16;74;022;005;;;;;;;;
95672984;STOKIS <RADIYAH>;JALAN YOS SUDARSO SIMPANG LAMPU MERAH;16;74;022;002;;;;;;;;
95672997;CATERING (ZULFITRAUNA);JL AMULA RAH AYU RT 02 NO 44;16;74;022;004;;;;;;;;
95672998;JUAL BAWANG (SUKIRMAN);JL AMULA RAHAYU;16;74;022;004;;;;;;;;
95673011;WARUNG SEMBAKO (AGUAN);MARGA RAHAYU;16;74;022;004;;;;;;;;
95672982;TOKO SEMBAKO (YAYAN);JL YOS SUDARSO;16;74;022;002;;;;;;;;
95672995;FOTOCOPY DAN ATK (AJIS);JL AMULA RAHAYU;16;74;022;004;;;;;;;;
95673019;PRATEK DOKTER RAVICO DWI SIREGAR;JL.SULTAN MAHMUD BADARUDDIN II;16;74;022;005;;;;;;;;
95673016;AR RAIHAN PARFUM CABANG TANAH PERIUK;JL.SULTAN MAHMUD BADARUDDIN II;16;74;022;005;;;;;;;;
95673003;SEJUK TEHNIK;JALAN AMULA RAHAYU;16;74;022;004;;;;;;;;
95672999;PENGRAJIN CINDERA MATA (LEDRIS);JL AMULA RAHAYU;16;74;022;004;;;;;;;;
95673008;TOKO SEMBAKO BUNGA;JALAN BANTEN;16;74;022;004;;;;;;;;
95673298;UD TIRTA;JL YOS SUDARSO;16;74;022;006;;;;;;;;
95673470;USAHA MESIN PENGGILINGAN PADI (KUD);JALAN RUKUN;16;74;022;007;;;;;;;;
95673473;RUMAH. MAKAN <UNI LEN>;Jl RAYA TUGUMUlYO KELURAHAN Eka mARGA;16;74;022;008;;;;;;;;
95673452;WARUNG SEMBAKO (EKA);JL HM SOEHARTO;16;74;022;006;;;;;;;;
95673474;BENGKEL TAMPAL BAN (WINARTO);JALAN raya TUGUMULYO KEluRAHAN Eka MARGA;16;74;022;008;;;;;;;;
95673475;WARUNG SEMBAKO (TUTI);JAlan RAYA TUGUMUlyo GANG daMAI KEluRAHAN EKA MARGA;16;74;022;008;;;;;;;;
95673476;WARIUNG SEMBAKO (SUMI);JAlan RAYA TUGUMUlyo gang DAMAI KELURAHAN.EKA MARGA;16;74;022;008;;;;;;;;
95673477;DISTRIBUTOR AYAM (JIMAN);IMAN RAYA TUGUMULyo KElurahan eKAMARGA;16;74;022;008;;;;;;;;
95673478;DAGANG BAJU KREDIT (MUN);JALAN RAYA TUGUMULyO KELURAHAN EKAMARGA;16;74;022;008;;;;;;;;
95673479;BIDAN DIEN PRAKTEK SWASTA;JALAN RAYA TUGUMULYO KELURAHAN EKAMARGA;16;74;022;008;;;;;;;;
95673480;DAFA TARUP;JALAN RAYA TUGUMULYO KELURAHAN EKAMARGA;16;74;022;008;;;;;;;;
95673481;PENGRAJIN KAYU<ASOK>;JALAN RAYA TUGUMULYO RT 02 KELURAHAN EKAMARGA;16;74;022;008;;;;;;;;
95672816;TOKO MADU DAN OBAT HERBAL;JALAN SULTAN MAHMUD BADARUDIN 2;16;74;022;004;;;;;;;;
95672819;TOKO WALI LIMA JAYA;JALAN MAWAR MERAH;16;74;022;004;;;;;;;;
95672839;LOKET PLN (DINA);JI.H.TAMBANG;16;74;022;009;;;;;;;;
95672841;JUAL BELI KATAK (GUNAWAN);JALAN BERUGE;16;74;022;009;;;;;;;;
95672845;JUAL PULSA(DEKA);JALAN NUSAKUJAYA;16;74;022;009;;;;;;;;
95672889;JUAL BAJU (SUSI);JALAN SUKARELA;16;74;022;001;;;;;;;;
95672891;SEWA TENDA (RENO);JALAN LUBUK SEMATUNG;16;74;022;001;;;;;;;;
95672895;TOND BANGUNAN KAM JAYA;JALAN YOS SUMRSO;16;74;022;001;;;;;;;;
95672847;RUMAH MAKAN BUNDA;JL GAJAH MADAH;16;74;022;009;;;;;;;;
95672852;WAR UNG SEMBAKO (LINA);JL GAJAH MADA;16;74;022;009;;;;;;;;
95672854;PENGEPUL BARANG BEKAS (IJAL);JALAN GAJAH MADA;16;74;022;009;;;;;;;;
95672858;GUDANG DISTRIBUTOR SEMBAKO;SIRING AGUNG;16;74;022;009;;;;;;;;
95672904;WAHID COLLEGE UNIT 22;Jl. Kantil No. 71 Rt. 04 Kel. Marga Rahayu Kec. LLg Selatan Lubuk Linggau 31626;16;74;022;004;;;;;;;;
95672912;MEBEL MALA JATI (KRIS);JALAN KAMBOJA;16;74;022;004;;;;;;;;
95672913;PENGUMPUL BARANG BEKAS (ADI SUMARNO);JALAN KAMBOJA;16;74;022;004;;;;;;;;
95672914;JUAL GAS L PG (WAHYU);JALAN AMULA RAHAYU;16;74;022;004;;;;;;;;
95672916;TOKO SEPATU (YAYAN);JL. AMULA RAHAYU;16;74;022;004;;;;;;;;
95672917;JUAL BAJU (YUDI);JL AMULA RAHAYU;16;74;022;004;;;;;;;;
95672918;TOKO SANDAL BUDI;JALAN AMULA RAHAYU;16;74;022;004;;;;;;;;
95672920;WARUNG KELONTONG RIKY;JALAN AMULA RAHAYU NO 141;16;74;022;004;;;;;;;;
95672925;TOKO PECAH BELAN (HENI);JL AMULA RAHAYU;16;74;022;004;;;;;;;;
95672927;WARUNG SEMBAKO (SUGENG);JALAN AMULA RAHAYU DARMA 3;16;74;022;004;;;;;;;;
95672928;JUAL ROTI KELILING (SYAIPUL);JALAN AMULA RAHAYU DARMA 3 NO 712;16;74;022;004;;;;;;;;
95672921;MENJUAL ROTI (MIRA);JALAN AMULA RAHAYU KELUARGA;16;74;022;004;;;;;;;;
95672922;PEMBORONG RUMAH (PRIYANTO);JALAN AMULA RAHA U DARMA IV NO 70;16;74;022;004;;;;;;;;
95672923;BUTIK BAJU WANITA (ULY);JL AMULA RAHAYU;16;74;022;004;;;;;;;;
95672924;TOKO BAJU ANAK (ULY);JALAN AMULA RAHAYU NO 29;16;74;022;004;;;;;;;;
95672929;WARUNG SEMBAKO <LISNAWATI>;JL AMULA RAHAYU;16;74;022;004;;;;;;;;
95672930;MENJUAL PERABOTAN RUMAH TANGGA(ROIBA);JL AMULA RAHAYU;16;74;022;004;;;;;;;;
95672896;LES SEMPOA;IALAN RAMAYANA;16;74;022;001;;;;;;;;
95672900;CILOG NET;JALAN YOS SUDARSO;16;74;022;001;;;;;;;;
2478481;GAPOKTAN SEPAKAT;JL. RAYA TUGUMULYO;16;74;022;007;;;;;;;;
2501218;PAUD MUHADASAH;JL ARJUNA NO 42 RT.06, EKA MARGA;16;74;022;008;;;;;;;;
